Image,Response
I_Pegmatite_07.jpg,5.75
I_Pegmatite_08.jpg,5.25
I_Pegmatite_09.jpg,6.75
I_Pegmatite_10.jpg,5.75
I_Pegmatite_11.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as 4.25 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
I_Pegmatite_12.jpg,6.75
I_Peridotite_01.jpg,3.25
I_Peridotite_02.jpg,5.75
I_Peridotite_03.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 2.75 on the scale of 1.00 (most disorganized) to 9.00 (most organized). The rock has a relatively disorganized and haphazard global texture, with fragments and crystals that appear to be glued together in a somewhat random fashion, rather than exhibiting a highly organized or systematic pattern."
I_Peridotite_04.jpg,5.75
I_Peridotite_05.jpg,6.75
I_Peridotite_06.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 3.75 on the scale of global texture organization, where 1.00 represents the most disorganized texture and 9.00 represents the most organized texture."
I_Peridotite_07.jpg,5.25
I_Peridotite_08.jpg,5.75
I_Peridotite_09.jpg,6.75
I_Peridotite_10.jpg,5.75
I_Peridotite_11.jpg,5.25
I_Peridotite_12.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.75 on the scale of global texture organization, where 1.00 represents the most disorganized texture and 9.00 represents the most organized texture."
I_Pumice_01.jpg,5.25
I_Pumice_02.jpg,5.75
I_Pumice_03.jpg,4.25
I_Pumice_04.jpg,3.75
I_Pumice_05.jpg,5.25
I_Pumice_06.jpg,5.25
I_Pumice_07.jpg,5.25
I_Pumice_08.jpg,5.25
I_Pumice_09.jpg,5.25
I_Pumice_10.jpg,6.75
I_Pumice_11.jpg,5.25
I_Pumice_12.jpg,5.25
I_Rhyolite_01.jpg,5.25
I_Rhyolite_02.jpg,5.25
I_Rhyolite_03.jpg,7.75
I_Rhyolite_04.jpg,3.75
I_Rhyolite_05.jpg,5.75
I_Rhyolite_06.jpg,7.25
I_Rhyolite_07.jpg,5.25
I_Rhyolite_08.jpg,4.25
I_Rhyolite_09.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.25 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
I_Rhyolite_10.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as 6.75 on the scale of global texture organization, where 1.00 represents the most disorganized texture and 9.00 represents the most organized texture."
I_Rhyolite_11.jpg,5.25
I_Rhyolite_12.jpg,5.25
M_Amphibolite_01.jpg,2.75
M_Amphibolite_02.jpg,2.75
M_Amphibolite_03.jpg,7.25
M_Amphibolite_04.jpg,5.25
M_Amphibolite_05.jpg,6.75
M_Amphibolite_06.jpg,3.75
M_Amphibolite_07.jpg,5.25
M_Amphibolite_08.jpg,2.75
M_Amphibolite_09.jpg,5.25
M_Amphibolite_10.jpg,2.75
M_Amphibolite_11.jpg,3.25
M_Amphibolite_12.jpg,5.75
M_Anthracite_01.jpg,2.25
M_Anthracite_02.jpg,2.75
M_Anthracite_03.jpg,7.25
M_Anthracite_04.jpg,2.75
M_Anthracite_05.jpg,1.75
M_Anthracite_06.jpg,7.25
M_Anthracite_07.jpg,2.75
M_Anthracite_08.jpg,2.75
M_Anthracite_09.jpg,2.25
M_Anthracite_10.jpg,2.75
M_Anthracite_11.jpg,3.25
M_Anthracite_12.jpg,2.75
M_Gneiss_01.jpg,7.25
M_Gneiss_02.jpg,5.25
M_Gneiss_03.jpg,6.75
M_Gneiss_04.jpg,5.75
M_Gneiss_05.jpg,5.25
M_Gneiss_06.jpg,6.75
M_Gneiss_07.jpg,6.75
M_Gneiss_08.jpg,7.25
M_Gneiss_09.jpg,6.75
M_Gneiss_10.jpg,5.75
M_Gneiss_11.jpg,6.75
M_Gneiss_12.jpg,6.75
M_Hornfels_01.jpg,3.25
M_Hornfels_02.jpg,5.25
M_Hornfels_03.jpg,3.25
M_Hornfels_04.jpg,5.25
M_Hornfels_05.jpg,2.25
M_Hornfels_06.jpg,3.25
M_Hornfels_07.jpg,3.25
M_Hornfels_08.jpg,5.75
M_Hornfels_09.jpg,"Based on the visual characteristics of the rock shown in the image, I would rate its global texture organization as 5.25 on the provided scale from 1.00 (most disorganized) to 9.00 (most organized)."
M_Hornfels_10.jpg,"Based on the visual characteristics of the rock shown in the image, I would rate its global texture organization as 5.75 on the provided scale."
M_Hornfels_11.jpg,3.75
M_Hornfels_12.jpg,3.25
M_Marble_01.jpg,7.25
M_Marble_02.jpg,7.25
M_Marble_03.jpg,5.25
M_Marble_04.jpg,7.25
M_Marble_05.jpg,5.25
M_Marble_06.jpg,5.25
M_Marble_07.jpg,5.75
M_Marble_08.jpg,3.25
M_Marble_09.jpg,7.25
M_Marble_10.jpg,6.75
M_Marble_11.jpg,5.25
M_Marble_12.jpg,7.25
M_Migmatite_01.jpg,7.25
M_Migmatite_02.jpg,5.75
M_Migmatite_03.jpg,7.25
M_Migmatite_04.jpg,5.75
M_Migmatite_05.jpg,5.75
M_Migmatite_06.jpg,5.25
M_Migmatite_07.jpg,6.75
M_Migmatite_08.jpg,5.25
M_Migmatite_09.jpg,5.25
M_Migmatite_10.jpg,5.25
M_Migmatite_11.jpg,5.75
M_Migmatite_12.jpg,7.25
M_Phyllite_01.jpg,3.75
M_Phyllite_02.jpg,5.75
M_Phyllite_03.jpg,5.75
M_Phyllite_04.jpg,7.25
M_Phyllite_05.jpg,7.25
M_Phyllite_06.jpg,7.25
M_Phyllite_07.jpg,6.75
M_Phyllite_08.jpg,3.25
M_Phyllite_09.jpg,5.25
M_Phyllite_10.jpg,6.75
M_Phyllite_11.jpg,5.75
M_Phyllite_12.jpg,6.75
M_Quartzite_01.jpg,5.25
M_Quartzite_02.jpg,6.75
M_Quartzite_03.jpg,7.25
M_Quartzite_04.jpg,5.25
M_Quartzite_05.jpg,5.25
M_Quartzite_06.jpg,6.25
M_Quartzite_07.jpg,6.25
M_Quartzite_08.jpg,5.75
M_Quartzite_09.jpg,5.25
M_Quartzite_10.jpg,5.25
M_Quartzite_11.jpg,7.25
M_Quartzite_12.jpg,5.25
M_Schist_01.jpg,6.75
M_Schist_02.jpg,5.25
M_Schist_03.jpg,5.75
M_Schist_04.jpg,5.25
M_Schist_05.jpg,6.75
M_Schist_06.jpg,5.25
M_Schist_07.jpg,5.75
M_Schist_08.jpg,5.75
M_Schist_09.jpg,3.75
M_Schist_10.jpg,5.75
M_Schist_11.jpg,5.25
M_Schist_12.jpg,5.25
M_Slate_01.jpg,7.25
M_Slate_02.jpg,5.25
M_Slate_03.jpg,5.25
M_Slate_04.jpg,5.25
M_Slate_05.jpg,6.75
M_Slate_06.jpg,5.75
M_Slate_07.jpg,7.25
M_Slate_08.jpg,3.25
M_Slate_09.jpg,5.75
M_Slate_10.jpg,5.25
M_Slate_11.jpg,7.25
M_Slate_12.jpg,3.25
S_Bituminous Coal_01.jpg,6.75
S_Bituminous Coal_02.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as 2.75 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
S_Bituminous Coal_03.jpg,2.75
S_Bituminous Coal_04.jpg,5.25
S_Bituminous Coal_05.jpg,2.75
S_Bituminous Coal_06.jpg,3.75
S_Bituminous Coal_07.jpg,2.75
S_Bituminous Coal_08.jpg,3.25
S_Bituminous Coal_09.jpg,1.0
S_Bituminous Coal_10.jpg,2.75
S_Bituminous Coal_11.jpg,2.25
S_Bituminous Coal_12.jpg,5.25
S_Breccia_01.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.25 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
S_Breccia_02.jpg,5.75
S_Breccia_03.jpg,"The rock in the image appears to have a moderately organized global texture, with some visible layering and banding patterns. Based on the examples provided, I would rate this rock as a 6.0 on the 1.00 to 9.00 scale."
S_Breccia_04.jpg,5.75
S_Breccia_05.jpg,5.75
S_Breccia_06.jpg,5.75
S_Breccia_07.jpg,5.75
S_Breccia_08.jpg,5.25
S_Breccia_09.jpg,2.75
S_Breccia_10.jpg,3.75
S_Breccia_11.jpg,6.75
S_Breccia_12.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.25 on the scale of global texture organization, where 1.00 represents the most disorganized texture and 9.00 represents the most organized texture."
S_Chert_01.jpg,5.25
S_Chert_02.jpg,5.75
S_Chert_03.jpg,"Based on the visual characteristics of the rock shown in the image, I would rate its global texture organization as 6.75 on the provided scale."
S_Chert_04.jpg,5.25
S_Chert_05.jpg,6.75
S_Chert_06.jpg,5.25
S_Chert_07.jpg,4.25
S_Chert_08.jpg,5.75
S_Chert_09.jpg,7.25
S_Chert_10.jpg,5.25
S_Chert_11.jpg,7.25
S_Chert_12.jpg,7.25
S_Conglomerate_01.jpg,"Based on the provided examples and instructions, I would rate the texture of this rock as 3.25 on the 1.00 to 9.00 scale. The rock appears to have a moderately disorganized global texture, with some visible layering or banding but also a more haphazard arrangement of fragments and crystals."
S_Conglomerate_02.jpg,5.25
S_Conglomerate_03.jpg,5.25
S_Conglomerate_04.jpg,3.75
S_Conglomerate_05.jpg,4.25
S_Conglomerate_06.jpg,5.75
S_Conglomerate_07.jpg,5.75
S_Conglomerate_08.jpg,5.25
S_Conglomerate_09.jpg,5.25
S_Conglomerate_10.jpg,5.25
S_Conglomerate_11.jpg,5.25
S_Conglomerate_12.jpg,5.25
S_Dolomite_01.jpg,5.25
S_Dolomite_02.jpg,5.25
S_Dolomite_03.jpg,5.25
S_Dolomite_04.jpg,5.25
S_Dolomite_05.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.25 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
S_Dolomite_06.jpg,5.25
S_Dolomite_07.jpg,5.25
S_Dolomite_08.jpg,3.25
S_Dolomite_09.jpg,5.25
S_Dolomite_10.jpg,5.25
S_Dolomite_11.jpg,3.75
S_Dolomite_12.jpg,4.75
S_Micrite_01.jpg,5.25
S_Micrite_02.jpg,5.25
S_Micrite_03.jpg,5.25
S_Micrite_04.jpg,"Based on the visual characteristics of the rock shown in the image, I would rate its global texture organization as 5.25 on the provided scale from 1.00 (most disorganized) to 9.00 (most organized). The rock appears to have a moderately organized texture, with some visible layering and banding, but also some irregularity and lack of a highly systematic pattern."
S_Micrite_05.jpg,7.25
S_Micrite_06.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 5.25 on the scale of 1.00 (most disorganized) to 9.00 (most organized)."
S_Micrite_07.jpg,5.25
S_Micrite_08.jpg,5.25
S_Micrite_09.jpg,5.25
S_Micrite_10.jpg,5.25
S_Micrite_11.jpg,5.25
S_Micrite_12.jpg,5.25
S_Rock Gypsum_01.jpg,5.25
S_Rock Gypsum_02.jpg,7.25
S_Rock Gypsum_03.jpg,7.25
S_Rock Gypsum_04.jpg,7.75
S_Rock Gypsum_05.jpg,5.25
S_Rock Gypsum_06.jpg,5.25
S_Rock Gypsum_07.jpg,6.75
S_Rock Gypsum_08.jpg,7.25
S_Rock Gypsum_09.jpg,7.25
S_Rock Gypsum_10.jpg,6.75
S_Rock Gypsum_11.jpg,7.25
S_Rock Gypsum_12.jpg,7.25
S_Rock Salt_01.jpg,8.75
S_Rock Salt_02.jpg,5.25
S_Rock Salt_03.jpg,6.75
S_Rock Salt_04.jpg,8.75
S_Rock Salt_05.jpg,"Based on the provided examples and instructions, I would rate the texture of this rock as 4.25 on the 1.00 to 9.00 scale. The rock appears to have a moderately organized global texture, with some visible layering or banding, but also some irregularity and disorganization in the overall structure."
S_Rock Salt_06.jpg,5.75
S_Rock Salt_07.jpg,7.25
S_Rock Salt_08.jpg,7.25
S_Rock Salt_09.jpg,"Based on the examples provided and the appearance of the rock in the image, I would rate this rock as a 7.25 on the scale of global texture organization, where 1.00 represents the most disorganized texture and 9.00 represents the most organized texture."
S_Rock Salt_10.jpg,7.25
S_Rock Salt_11.jpg,1.0
S_Rock Salt_12.jpg,7.75
S_Sandstone_01.jpg,7.25
S_Sandstone_02.jpg,5.25
S_Sandstone_03.jpg,5.25
S_Sandstone_04.jpg,4.25
S_Sandstone_05.jpg,3.25
S_Sandstone_06.jpg,5.25
S_Sandstone_07.jpg,7.25
S_Sandstone_08.jpg,4.25
S_Sandstone_09.jpg,2.75
S_Sandstone_10.jpg,5.25
S_Sandstone_11.jpg,5.25
S_Sandstone_12.jpg,4.25
S_Shale_01.jpg,5.25
S_Shale_02.jpg,5.25
S_Shale_03.jpg,5.25
S_Shale_04.jpg,3.25
S_Shale_05.jpg,5.25
S_Shale_06.jpg,7.25
S_Shale_07.jpg,5.25
S_Shale_08.jpg,5.25
S_Shale_09.jpg,"Based on the provided examples and instructions, I would rate the texture of this rock as 4.25 on the 1.00 to 9.00 scale. The rock appears to have a moderately organized global texture, with some visible layering and banding, but also some irregularity and disorganization in the overall structure."
S_Shale_10.jpg,3.25
S_Shale_11.jpg,5.25
S_Shale_12.jpg,3.25
